course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
DIGITAL CONSTRUCTS I,LEC,2,W,,,Dayem,,70,0,70,ARCH,2021-08-28,2021-12-30,FALL 2021,52513,2520,01,ARCH-2520,Digital Constructs 1,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.",Corequisites: ARCH 2800 Architectural Design Studio 1.,Fall term annually.,[],['ARCH-2800'],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,,,Liu,,37,0,37,ARCH,2021-08-28,2021-12-30,FALL 2021,54550,2520,02,ARCH-2520,Digital Constructs 1,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.",Corequisites: ARCH 2800 Architectural Design Studio 1.,Fall term annually.,[],['ARCH-2800'],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,,,Hower,,80,0,80,ARCH,2021-08-28,2021-12-30,FALL 2021,52697,2540,01,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.","Prerequisite: ARCH 2530 Digital Constructs 2, Corequisite: ARCH 2820 Architectural Design 3.",Fall term annually.,['ARCH-2530'],['ARCH-2820'],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,,,Imaeda,,27,0,27,ARCH,2021-08-28,2021-12-30,FALL 2021,54548,2540,02,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.","Prerequisite: ARCH 2530 Digital Constructs 2, Corequisite: ARCH 2820 Architectural Design 3.",Fall term annually.,['ARCH-2530'],['ARCH-2820'],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,,,Lopez,,27,0,27,ARCH,2021-08-28,2021-12-30,FALL 2021,54549,2540,03,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.","Prerequisite: ARCH 2530 Digital Constructs 2, Corequisite: ARCH 2820 Architectural Design 3.",Fall term annually.,['ARCH-2530'],['ARCH-2820'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:30PM,6:20PM,Titus,,14,0,14,ARCH,2021-08-28,2021-12-30,FALL 2021,52486,2800,01,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",Corequisite: ARCH 2520 Digital Constructs 1.,Fall and summer terms annually.,[],['ARCH-2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:30PM,6:20PM,Bennett,,14,0,14,ARCH,2021-08-28,2021-12-30,FALL 2021,52530,2800,02,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",Corequisite: ARCH 2520 Digital Constructs 1.,Fall and summer terms annually.,[],['ARCH-2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:30PM,6:20PM,Dayem,,14,0,14,ARCH,2021-08-28,2021-12-30,FALL 2021,52531,2800,03,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",Corequisite: ARCH 2520 Digital Constructs 1.,Fall and summer terms annually.,[],['ARCH-2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:30PM,6:20PM,Erel,,14,0,14,ARCH,2021-08-28,2021-12-30,FALL 2021,52532,2800,05,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",Corequisite: ARCH 2520 Digital Constructs 1.,Fall and summer terms annually.,[],['ARCH-2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:30PM,6:20PM,Lokko,,8,0,8,ARCH,2021-08-28,2021-12-30,FALL 2021,53029,2800,06,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",Corequisite: ARCH 2520 Digital Constructs 1.,Fall and summer terms annually.,[],['ARCH-2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:30PM,6:20PM,Hower,,14,0,14,ARCH,2021-08-28,2021-12-30,FALL 2021,53948,2800,07,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",Corequisite: ARCH 2520 Digital Constructs 1.,Fall and summer terms annually.,[],['ARCH-2520'],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:30PM,6:20PM,Bell,,80,0,80,ARCH,2021-08-28,2021-12-30,FALL 2021,52698,2820,01,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",Prerequisiste: ARCH 2810 Architectural Design Studio 2; Corequisite: ARCH 2540 Digital Constructs 3.,Fall term annually.,['ARCH-2810'],['ARCH-2540'],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:30PM,6:20PM,Russo,,18,0,18,ARCH,2021-08-28,2021-12-30,FALL 2021,52699,2820,02,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",Prerequisiste: ARCH 2810 Architectural Design Studio 2; Corequisite: ARCH 2540 Digital Constructs 3.,Fall term annually.,['ARCH-2810'],['ARCH-2540'],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:30PM,6:20PM,Imaeda,,18,0,18,ARCH,2021-08-28,2021-12-30,FALL 2021,52700,2820,03,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",Prerequisiste: ARCH 2810 Architectural Design Studio 2; Corequisite: ARCH 2540 Digital Constructs 3.,Fall term annually.,['ARCH-2810'],['ARCH-2540'],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:30PM,6:20PM,Passeri,,18,0,18,ARCH,2021-08-28,2021-12-30,FALL 2021,52750,2820,05,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",Prerequisiste: ARCH 2810 Architectural Design Studio 2; Corequisite: ARCH 2540 Digital Constructs 3.,Fall term annually.,['ARCH-2810'],['ARCH-2540'],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:30PM,6:20PM,Staff,,18,0,18,ARCH,2021-08-28,2021-12-30,FALL 2021,54537,2820,06,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",Prerequisiste: ARCH 2810 Architectural Design Studio 2; Corequisite: ARCH 2540 Digital Constructs 3.,Fall term annually.,['ARCH-2810'],['ARCH-2540'],Architecture
BUILDING PERFORMANCE STUDIO 2,LEC,5,MWR,2:30PM,6:20PM,Loercher,,10,0,10,ARCH,2021-08-28,2021-12-30,FALL 2021,52984,2860,01,ARCH-2860,Building Performance Studio 2,This studio continues the work of the Building Performance Studio 2 to consider in greater depth and detail the design of architectural form and space from the perspective of how the many factors of environmental and ecological forces give shape to them. The studio will employ architectural design projects as a means to explore these issues qualitatively and quantitatively. This course is required of all architecture undergraduates in the B.S. in Building Sciences program.,Prerequisite: ARCH 2850 Building Performance Studio 1,Fall term annually.,['ARCH-2850'],[],Architecture
BEDFORD SEMINAR,LEC,3,W,12:20PM,2:10PM,Marchewka,,12,0,12,ARCH,2021-08-28,2021-12-30,FALL 2021,52455,4020,01,ARCH-4020,Bedford Architecture Engineering Seminar,"This interdisciplinary seminar consists of students from both the School of Architecture and Civil Engineering department. Presentation of a variety of structural typologies bears direct relation to practical experience and the necessity for constructive interdisciplinary discourse. Specific structural typologies are examined through historic and contemporary project examples that are critically deconstructed and critically analyzed with respect to their basic engineering principles and architectural concepts. Students will be exposed to the collaborative methods inherent within the architect/engineer relationship. The course consists of lectures concerning each topic, case studies, and presentations of relevant projects, an interdisciplinary design project and discussion of the projects and presentations with respect to interdisciplinary discourse. Content and delivery may vary by instructor. Taught with CIVL 4020.",ARCH 2330 Structures 1.,Fall and spring terms annually.,['ARCH-2330'],[],Architecture
CITIES AND THEIR TERRITORIES,LEC,2,T,2:30PM,4:20PM,Bennett,,100,0,100,ARCH,2021-08-28,2021-12-30,FALL 2021,53209,4050,01,ARCH-4050,Cities and Their Territories,"An important ancillary concern throughout the previous eight courses of the history, theory, and criticism sequence has been the examination of architecture as a fundamental part of the forces of urbanization and humanity's interventions into the landscape and environment. This course highlights the perspective of that dimension of architectural understanding by examining in detail both historically and contemporarily many of the most significant ways that human habitation has engaged the world at the large scale of cities and geographies. This 2-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4100 An Architectural Genealogy.,Fall term annually.,['ARCH-4100'],[],Architecture
CITIES AND THEIR TERRITORIES,LEC,2,T,2:30PM,4:20PM,Crandall,,30,0,30,ARCH,2021-08-28,2021-12-30,FALL 2021,54543,4050,02,ARCH-4050,Cities and Their Territories,"An important ancillary concern throughout the previous eight courses of the history, theory, and criticism sequence has been the examination of architecture as a fundamental part of the forces of urbanization and humanity's interventions into the landscape and environment. This course highlights the perspective of that dimension of architectural understanding by examining in detail both historically and contemporarily many of the most significant ways that human habitation has engaged the world at the large scale of cities and geographies. This 2-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4100 An Architectural Genealogy.,Fall term annually.,['ARCH-4100'],[],Architecture
CLOUD ATLAS: 20TH CENTURY ARCH,LEC,3,TF,12:20PM,1:40PM,Erel,,100,0,100,ARCH,2021-08-28,2021-12-30,FALL 2021,53507,4120,01,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization","Building on the knowledge, critical perspectives, and abilities that students have acquired in the previous courses in the history, theory, and criticism sequence, this course begins a study of the ideas, values, theories, and practices that contributed to the rise of modernity in the western world and eventually on a global scale. This course explores the ideal of modernity as both a cultural phenomenon and as a technological enframing of the world, scientific rationality, historical consciousness, etc.",ARCH 4100 An Architectural Genealogy.,Fall term annually.,['ARCH-4100'],[],Architecture
CLOUD ATLAS: 20TH CENTURY ARCH,LEC,3,TF,12:20PM,1:40PM,Passeri,,30,0,30,ARCH,2021-08-28,2021-12-30,FALL 2021,54545,4120,02,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization","Building on the knowledge, critical perspectives, and abilities that students have acquired in the previous courses in the history, theory, and criticism sequence, this course begins a study of the ideas, values, theories, and practices that contributed to the rise of modernity in the western world and eventually on a global scale. This course explores the ideal of modernity as both a cultural phenomenon and as a technological enframing of the world, scientific rationality, historical consciousness, etc.",ARCH 4100 An Architectural Genealogy.,Fall term annually.,['ARCH-4100'],[],Architecture
CLOUD ATLAS: 20TH CENTURY ARCH,LEC,3,TF,12:20PM,1:40PM,Vetcher,,30,0,30,ARCH,2021-08-28,2021-12-30,FALL 2021,54546,4120,03,ARCH-4120,"Cloud Atlas: 20th Century Architecture, Culture and Civilization","Building on the knowledge, critical perspectives, and abilities that students have acquired in the previous courses in the history, theory, and criticism sequence, this course begins a study of the ideas, values, theories, and practices that contributed to the rise of modernity in the western world and eventually on a global scale. This course explores the ideal of modernity as both a cultural phenomenon and as a technological enframing of the world, scientific rationality, historical consciousness, etc.",ARCH 4100 An Architectural Genealogy.,Fall term annually.,['ARCH-4100'],[],Architecture
PORTFOLIO DEVELOPMENT,LEC,1,W,12:20PM,2:10PM,Lopez,,33,0,33,ARCH,2021-08-28,2021-12-30,FALL 2021,54557,4200,01,ARCH-4200,,,,,,,Architecture
STRUCTURES 2,LEC,3,TF,12:20PM,1:40PM,Pilla,,80,0,80,ARCH,2021-08-28,2021-12-30,FALL 2021,52985,4330,01,ARCH-4330,Structures 2,"This course builds on the material presented in Structures 1, with an emphasis on the analysis and design of structures compressed primarily of steel and site cast and pre-cast concrete, with an overview of load-bearing masonry and advanced systems. The theoretical concepts covered in the introduction course form the conceptual basis for work in Structures 2, with relevant new concepts/techniques covered. Innovative, non-normative structural systems are investigated and discussed. Analysis and design will proceed using primarily computer-aided techniques. The course approach will involve in-class presentations, homework and project work, computer lab, field trips, and case studies. WebCT will be used to expand the student's access to course materials and allow for a measure of distance learning. Sustainability: The following notions are introduced as important attributes of sustainable structures and construction: structural robustness, and programmatic flexibility. (Design optimization approaches are introduced and explored as avenues to accomplish more optimum design conditions under increasingly strict design constraints.)","Prerequisites: ARCH 2510 except M.Arch. students, ARCH 2350, ARCH 2330.",Fall term annually.,"['ARCH-2510', 'ARCH-2350', 'ARCH-2330']",[],Architecture
CONSTRUCTION INDUST SEMR,LEC,2,R,12:20PM,2:10PM,Loercher,,10,0,10,ARCH,2021-08-28,2021-12-30,FALL 2021,53224,4510,01,ARCH-4510,Construction Industry Seminar 1,"This course introduces the construction industry as an essential context for realizing architecture. It is a survey of the people, organizations, and professional and industry groups involved in design, construction, finance, insurance, and regulation of building. Current issues influencing design quality are identified by the class and are explored in a series of student-organized in-depth seminars with industry participants. This is required of all architecture undergraduates in the B.S. in Building Sciences program.","Prerequisites: ARCH 2360 Environmental and Ecological Systems, ARCH 4550 Professional Practice 2, ARCH 4740 Building Systems and Environment.",Fall term annually.,"['ARCH-2360', 'ARCH-4550', 'ARCH-4740']",[],Architecture
CONSTRUCTION INDUSTRY SEMR 2,LEC,2,R,12:20PM,2:10PM,Loercher,,10,0,10,ARCH,2021-08-28,2021-12-30,FALL 2021,54585,4520,01,ARCH-4520,Construction Industry Seminar 2,"This course continues the examination of the diverse and interconnected aspects of the construction industry as an essential context for realizing architecture. It surveys the history and current developments of the people, organizations, and professional and industry groups involved in design, construction, finance, insurance, and regulation of building. Current issues influencing design quality are identified by the class and are explored in a series of student-organized in-depth seminars with industry participants. This is required of all architecture undergraduates in the B.S. in Building Sciences program.",Prerequisite ARCH 4510 Construction Industry Seminar 1.,Spring term annually.,['ARCH-4510'],[],Architecture
