course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
STRUCTURES 1,,3,,,,Staff,,45,1,44,ARCH,2023-08-28,2023-12-20,FALL 2023,64510,2330,02,ARCH-2330,Structures 1,"Introduction to Structures introduces the student of Architecture to the principles of structural mechanics and their application to basic architectural structures comprised primarily of wood. The fundamentals of statics are presented in order to gain an understanding of the way in which external forces produce internal stresses in individual members and, in essence, flow through the building system to be resolved at the foundation level. The principles of strength of materials are studied to understand how particular structural materials and configurations manage to resist these forces without unacceptable distortions, or even failure. Wood structural properties are studied in all their complexity as a means to internalize the more theoretical topics broached. Through in-class presentations, reading, homework and project work, computer lab, field trips, and case studies, the student will be aided in developing this intuitive (while practical) understanding. It is recognized that intuitions of building technologies are not acquired quickly but result from much study, observation, and practice. Introduction to Structures makes use of the several approaches above to ensure that the beginning student is provided with a broad, solid base for future structural investigations. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The following notions are introduced as important attributes of sustainable structures and construction: durability and service life and life cycle cost.",,,['ARCH-2510'],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Stradley,,30,30,0,ARCH,2023-08-28,2023-12-20,FALL 2023,60866,2350,01,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. Drawing as a means of understanding forms the basis for a semester-long project to be done in small groups. Case studies will center on concepts and systems that have not yet found their way into mainstream practice. The course approach will involve in-class presentations, project work, field trips, and case studies. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",,,['ARCH-2510'],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Combs,,30,20,10,ARCH,2023-08-28,2023-12-20,FALL 2023,63889,2350,02,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. Drawing as a means of understanding forms the basis for a semester-long project to be done in small groups. Case studies will center on concepts and systems that have not yet found their way into mainstream practice. The course approach will involve in-class presentations, project work, field trips, and case studies. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",,,['ARCH-2510'],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Carter,,90,5,85,ARCH,2023-08-28,2023-12-20,FALL 2023,64383,2350,03,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. Drawing as a means of understanding forms the basis for a semester-long project to be done in small groups. Case studies will center on concepts and systems that have not yet found their way into mainstream practice. The course approach will involve in-class presentations, project work, field trips, and case studies. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",,,['ARCH-2510'],[],Architecture
CONSTRUCTION SYSTEMS,LEC,2,W,12:00PM,1:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64456,2350,04,ARCH-2350,Construction Systems,"Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. Drawing as a means of understanding forms the basis for a semester-long project to be done in small groups. Case studies will center on concepts and systems that have not yet found their way into mainstream practice. The course approach will involve in-class presentations, project work, field trips, and case studies. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.",,,['ARCH-2510'],[],Architecture
MATERIALS AND DESIGN,LEC,2,W,10:00AM,11:50AM,Stradley,,90,5,85,ARCH,2023-08-28,2023-12-20,FALL 2023,62273,2510,01,ARCH-2510,Materials and Design,"This course establishes an understanding of the most common materials, their properties and resulting uses, and the implications of their uses in the larger context of material life cycles. The structural makeup of metals, ceramics, polymers, and composite materials is discovered and their resulting properties, costs, and life cycle consequences are clarified. An understanding of basic mechanical properties is established hands on by conducting tension, compression, and 3-point bending tests (mse-lab). Physical performance of material constructs as synergy between form and material properties is further illustrated. Experiments are conducted that introduce such major concepts as structural loading, properties of sections, and resulting system performance. Sustainability: The concept of life cycles is introduced; material and energy flows are tracked throughout the entire material life cycle. This will be accomplished alongside introducing major material groupings (metals, polymers, ceramics, and composites). Students come to realize that environmental concerns are directly related to structural composition and material availability. Consequences of resource extraction, distribution, manipulation, use, and disposal, reuse or recycle are addressed at both local and global scales. Selected field trips to materials extraction, processing, manufacturing, disposal, and recycling facilities are aimed to give physical meaning to the concept of life cycle.",,,[],[],Architecture
MATERIALS AND DESIGN,LEC,2,W,10:00AM,11:50AM,Piazzi,,45,3,42,ARCH,2023-08-28,2023-12-20,FALL 2023,63894,2510,02,ARCH-2510,Materials and Design,"This course establishes an understanding of the most common materials, their properties and resulting uses, and the implications of their uses in the larger context of material life cycles. The structural makeup of metals, ceramics, polymers, and composite materials is discovered and their resulting properties, costs, and life cycle consequences are clarified. An understanding of basic mechanical properties is established hands on by conducting tension, compression, and 3-point bending tests (mse-lab). Physical performance of material constructs as synergy between form and material properties is further illustrated. Experiments are conducted that introduce such major concepts as structural loading, properties of sections, and resulting system performance. Sustainability: The concept of life cycles is introduced; material and energy flows are tracked throughout the entire material life cycle. This will be accomplished alongside introducing major material groupings (metals, polymers, ceramics, and composites). Students come to realize that environmental concerns are directly related to structural composition and material availability. Consequences of resource extraction, distribution, manipulation, use, and disposal, reuse or recycle are addressed at both local and global scales. Selected field trips to materials extraction, processing, manufacturing, disposal, and recycling facilities are aimed to give physical meaning to the concept of life cycle.",,,[],[],Architecture
MATERIALS AND DESIGN,LEC,2,W,10:00AM,11:50AM,Carter,,45,2,43,ARCH,2023-08-28,2023-12-20,FALL 2023,64384,2510,03,ARCH-2510,Materials and Design,"This course establishes an understanding of the most common materials, their properties and resulting uses, and the implications of their uses in the larger context of material life cycles. The structural makeup of metals, ceramics, polymers, and composite materials is discovered and their resulting properties, costs, and life cycle consequences are clarified. An understanding of basic mechanical properties is established hands on by conducting tension, compression, and 3-point bending tests (mse-lab). Physical performance of material constructs as synergy between form and material properties is further illustrated. Experiments are conducted that introduce such major concepts as structural loading, properties of sections, and resulting system performance. Sustainability: The concept of life cycles is introduced; material and energy flows are tracked throughout the entire material life cycle. This will be accomplished alongside introducing major material groupings (metals, polymers, ceramics, and composites). Students come to realize that environmental concerns are directly related to structural composition and material availability. Consequences of resource extraction, distribution, manipulation, use, and disposal, reuse or recycle are addressed at both local and global scales. Selected field trips to materials extraction, processing, manufacturing, disposal, and recycling facilities are aimed to give physical meaning to the concept of life cycle.",,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,2:00PM,4:00PM,Dayem,,80,1,79,ARCH,2023-08-28,2023-12-20,FALL 2023,62317,2520,01,ARCH-2520,Digital Constructs 1,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.",,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,4:00PM,6:00PM,Sehwail,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63891,2520,02,ARCH-2520,Digital Constructs 1,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.",,,[],[],Architecture
DIGITAL CONSTRUCTS I,LEC,2,W,4:00PM,6:00PM,White,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64385,2520,03,ARCH-2520,Digital Constructs 1,"This course will examine and teach methods of representation and the communication of design concepts. Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives. Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality. Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.",,,[],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,4:00PM,6:00PM,Hower,,90,4,86,ARCH,2023-08-28,2023-12-20,FALL 2023,62481,2540,01,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.",,,['ARCH-2530'],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,W,2:00PM,4:00PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63890,2540,02,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.",,,['ARCH-2530'],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,,,,Lintner,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64511,2540,03,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.",,,['ARCH-2530'],[],Architecture
DIGITAL CONSTRUCTS 3,LEC,2,,,,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64512,2540,04,ARCH-2540,Digital Constructs 3,"This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents. Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program. Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.",,,['ARCH-2530'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Titus,,80,0,80,ARCH,2023-08-28,2023-12-20,FALL 2023,62292,2800,01,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Sehwail,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62332,2800,02,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Piazzi,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62333,2800,03,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,White,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64401,2800,04,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62334,2800,05,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 1,LEC,5,MWR,2:00PM,5:50PM,Petela,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62775,2800,06,ARCH-2800,Architectural Design Studio 1,"This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.",,,[],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Dayem,,90,57,33,ARCH,2023-08-28,2023-12-20,FALL 2023,62482,2820,01,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62483,2820,02,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Bell,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,62484,2820,03,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64139,2820,04,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Russo,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,63885,2820,05,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Crandall,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64513,2820,06,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 3,STU,5,MWR,2:00PM,5:50PM,Bennett,,0,0,0,ARCH,2023-08-28,2023-12-20,FALL 2023,64514,2820,07,ARCH-2820,Architectural Design Studio 3,"This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.",,,['ARCH-2810'],[],Architecture
BUILDING PERFORMANCE STUDIO 2,LEC,5,MWR,2:00PM,5:50PM,Loercher,,10,0,10,ARCH,2023-08-28,2023-12-20,FALL 2023,62739,2860,01,ARCH-2860,Building Performance Studio 2,This studio continues the work of the Building Performance Studio 2 to consider in greater depth and detail the design of architectural form and space from the perspective of how the many factors of environmental and ecological forces give shape to them. The studio will employ architectural design projects as a means to explore these issues qualitatively and quantitatively. This course is required of all architecture undergraduates in the B.S. in Building Sciences program.,,,[],[],Architecture
BEDFORD SEMINAR,LEC,3,W,12:00PM,1:50PM,Richardson,,12,3,9,ARCH,2023-08-28,2023-12-20,FALL 2023,62269,4020,01,ARCH-4020,Bedford Architecture Engineering Seminar,"This interdisciplinary seminar consists of students from both the School of Architecture and Civil Engineering department. Presentation of a variety of structural typologies bears direct relation to practical experience and the necessity for constructive interdisciplinary discourse. Specific structural typologies are examined through historic and contemporary project examples that are critically deconstructed and critically analyzed with respect to their basic engineering principles and architectural concepts. Students will be exposed to the collaborative methods inherent within the architect/engineer relationship. The course consists of lectures concerning each topic, case studies, and presentations of relevant projects, an interdisciplinary design project and discussion of the projects and presentations with respect to interdisciplinary discourse. Content and delivery may vary by instructor. Taught with CIVL 4020.",,,[],[],Architecture
CITIES AND THEIR TERRITORIES,LEC,2,T,2:00PM,3:50PM,Crandall,,80,59,21,ARCH,2023-08-28,2023-12-20,FALL 2023,62923,4050,01,ARCH-4050,Cities and Their Territories,"An important ancillary concern throughout the previous eight courses of the history, theory, and criticism sequence has been the examination of architecture as a fundamental part of the forces of urbanization and humanity’s interventions into the landscape and environment. This course highlights the perspective of that dimension of architectural understanding by examining in detail both historically and contemporarily many of the most significant ways that human habitation has engaged the world at the large scale of cities and geographies. This 2-credit course is required of all architecture undergraduates in the B.Arch. program.",,,['ARCH-4100'],[],Architecture
CITIES AND THEIR TERRITORIES,,2,,,,Staff,,40,1,39,ARCH,2023-08-28,2023-12-20,FALL 2023,64515,4050,02,ARCH-4050,Cities and Their Territories,"An important ancillary concern throughout the previous eight courses of the history, theory, and criticism sequence has been the examination of architecture as a fundamental part of the forces of urbanization and humanity’s interventions into the landscape and environment. This course highlights the perspective of that dimension of architectural understanding by examining in detail both historically and contemporarily many of the most significant ways that human habitation has engaged the world at the large scale of cities and geographies. This 2-credit course is required of all architecture undergraduates in the B.Arch. program.",,,['ARCH-4100'],[],Architecture
CITIES AND THEIR TERRITORIES,LEC,2,,,,Staff,,40,0,40,ARCH,2023-08-28,2023-12-20,FALL 2023,64516,4050,03,ARCH-4050,Cities and Their Territories,"An important ancillary concern throughout the previous eight courses of the history, theory, and criticism sequence has been the examination of architecture as a fundamental part of the forces of urbanization and humanity’s interventions into the landscape and environment. This course highlights the perspective of that dimension of architectural understanding by examining in detail both historically and contemporarily many of the most significant ways that human habitation has engaged the world at the large scale of cities and geographies. This 2-credit course is required of all architecture undergraduates in the B.Arch. program.",,,['ARCH-4100'],[],Architecture
